"","BID_UNIT","QUANTITY","UNIT","UNIT_RATE","MILESTONE_RATE","MILESTONE_PERCENTAGE","MILESTONE_NM","MILESTONE_CTGY","MILESTONE_CTGY_GRP","CONSTRUCTION_TYPE","MARKET_ID"
"760","E-400.2",2309472,"foot",1.25,0.25,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",8
"761","E-400.3",2309472,"foot",1.25,0.125,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",8
"762","E-400.3",2309472,"foot",1.25,0.125,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",8
"763","C-100.1",7462432,"foot",19.3,11.58,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",28
"764","C-100.1A",1,"foot",19.3,16.405,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",28
"765","C-100.1B",1,"foot",19.3,4.825,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",28
"766","C-100.1X",1,"foot",19.3,16.405,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",28
"767","C-100.2",7462432,"foot",19.3,7.72,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",28
"768","C-100.2A",1,"foot",19.3,2.895,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",28
"769","C-100.2B",1,"foot",19.3,2.895,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",28
"770","C-100.2X",1,"foot",19.3,2.895,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",28
"771","C-110.1",1837147,"foot",74.99,44.994,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",28
"772","C-110.1A",1,"foot",74.99,63.7415,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",28
"773","C-110.1B",1,"foot",74.99,18.7475,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",28
"774","C-110.1X",1,"foot",74.99,63.7415,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",28
"775","C-110.2",1837147,"foot",74.99,29.996,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",28
"776","C-110.2A",1,"foot",74.99,11.2485,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",28
"777","C-110.2B",1,"foot",74.99,11.2485,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",28
"778","C-110.2X",1,"foot",74.99,11.2485,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",28
"779","C-120.1",1700266,"foot",19.3,11.58,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",28
"780","C-120.1A",1,"foot",19.3,16.405,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",28
"781","C-120.1B",1,"foot",19.3,4.825,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",28
"782","C-120.2",1700266,"foot",19.3,7.72,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",28
"783","C-120.2X",1,"foot",19.3,2.895,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Microtrench",28
"784","C-200.1",3211612,"foot",2.9,1.74,60,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",28
"785","C-200.1A",1,"foot",2.9,2.465,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",28
"786","C-200.1B",1,"foot",2.9,0.725,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",28
"787","C-200.1X",1,"foot",2.9,2.465,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",28
"788","C-200.2",3211612,"foot",2.9,1.16,40,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",28
"789","C-200.2A",1,"foot",2.9,0.435,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",28
"790","C-200.2B",1,"foot",2.9,0.435,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",28
"791","C-200.2X",1,"foot",2.9,0.435,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",28
"792","C-300.1",4680377,"foot",2.9,1.74,60,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",28
"793","C-300.1A",1,"foot",2.9,2.465,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",28
"794","C-300.1B",1,"foot",2.9,0.725,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",28
"795","C-300.1X",1,"foot",2.9,2.465,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",28
"796","C-300.2",4680377,"foot",2.9,1.16,40,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",28
"797","C-300.2A",1,"foot",2.9,0.435,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",28
"798","C-300.2B",1,"foot",2.9,0.435,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",28
"799","C-300.2X",1,"foot",2.9,0.435,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",28
"800","E-200.1",18891834,"foot",2.36,0.59,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",28
"801","E-200.2",18891834,"foot",2.36,1.77,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",28
"802","E-200.W",1,"foot",1.18,1.18,100,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",28
"803","E-200.Wa",1,"foot",1.18,0.59,50,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",28
"804","E-300.1",10999845,"foot",1.4,0.98,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",28
"805","E-300.2",10999845,"foot",1.4,0.28,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",28
"806","E-300.3",10999845,"foot",1.4,0.14,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",28
"807","E-350.1",2644857,"foot",1.4,0.98,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",28
"808","E-350.2",2644857,"foot",1.4,0.28,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",28
"809","E-350.3",2644857,"foot",1.4,0.14,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",28
"810","E-355.1",566755,"foot",1.4,0.98,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",28
"811","E-355.2",566755,"foot",1.4,0.28,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",28
"812","E-355.3",566755,"foot",1.4,0.14,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",28
"813","E-400.1",4680377,"foot",1.88,1.316,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",28
"814","E-400.2",4680377,"foot",1.88,0.376,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",28
"815","E-400.3",4680377,"foot",1.88,0.188,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",28
"816","C-100.1",424336,"foot",24,14.4,60,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",98
"817","C-100.1A",424336,"foot",24,20.4,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",98
"818","C-100.1B",1,"foot",24,6,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",98
"819","C-100.2",424336,"foot",24,9.6,40,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",98
"820","C-100.2A",424336,"foot",24,3.6,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",98
"821","C-100.2B",1,"foot",24,3.6,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",98
"822","C-110.1A",47148,"foot",45,38.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",98
"823","C-110.1B",1,"foot",45,11.25,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",98
"824","C-110.2A",47148,"foot",45,6.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",98
"825","C-110.2B",1,"foot",45,6.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",98
"826","C-120.1A",1,"foot",24.5,20.825,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",98
"827","C-120.1B",1,"foot",24.5,6.125,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Microtrench",98
"828","C-200.1A",67355,"foot",2,1.7,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",98
"829","C-200.2A",67355,"foot",2,0.3,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",98
"830","C-200.2B",1,"foot",2,0.3,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",98
"831","C-300.1A",808259,"foot",2.95,2.5075,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",98
"832","C-300.1B",1,"foot",2.95,0.7375,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",98
"833","C-300.2A",808259,"foot",2.95,0.4425,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",98
"834","C-300.2B",1,"foot",2.95,0.4425,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",98
"835","E-200.1",1347099,"foot",0.5,0.125,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",98
"836","E-200.2",1347099,"foot",0.5,0.375,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",98
"837","E-300.1",471485,"foot",2.55,1.785,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",98
"838","E-300.2",471485,"foot",2.55,0.51,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",98
"839","E-300.3",471485,"foot",2.55,0.255,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",98
"840","E-350.1",1,"foot",2.55,1.785,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",98
"841","E-350.2",1,"foot",2.55,0.51,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",98
"842","E-350.3",1,"foot",2.55,0.255,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",98
"843","E-355.1",67355,"foot",2.55,1.785,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",98
"844","E-355.2",67355,"foot",2.55,0.51,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",98
"845","E-355.3",67355,"foot",2.55,0.255,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",98
"846","E-400.1",808239,"foot",1.3,0.91,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",98
"847","E-400.2",808239,"foot",1.3,0.26,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",98
"848","E-400.3",808239,"foot",1.3,0.13,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",98
"849","C-100.1",227399,"foot",22.75,19.3375,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",54
"850","C-100.1A",1,"foot",22.75,19.3375,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",54
"851","C-100.1B",1,"foot",22.75,5.6875,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",54
"852","C-100.2",227399,"foot",22.75,3.4125,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",54
"853","C-100.2A",1,"foot",22.75,3.4125,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",54
"854","C-100.2B",1,"foot",22.75,3.4125,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",54
"855","C-110.1",13797,"foot",85,72.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",54
"856","C-110.1A",1,"foot",85,72.25,85,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",54
"857","C-110.1B",1,"foot",85,21.25,25,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",54
"858","C-110.2",13797,"foot",85,12.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",54
"859","C-110.2A",1,"foot",85,12.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",54
"860","C-110.2B",1,"foot",85,12.75,15,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",54
"861","C-200.1",8874,"foot",4.16,3.536,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",54
"862","C-200.1A",1,"foot",4.16,3.536,85,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",54
"863","C-200.1B",1,"foot",4.16,1.04,25,"2-Construction","4-Cable Placed","4-Cable Placed","Existing UG",54
"864","C-200.2",8874,"foot",4.16,0.624,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",54
"865","C-200.2A",1,"foot",4.16,0.624,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",54
"866","C-200.2B",1,"foot",4.16,0.624,15,"2-Construction","5-Splice and Test","5-Splice and Test","Existing UG",54
"867","C-300.1",876025,"foot",2.88,2.448,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",54
"868","C-300.1A",1,"foot",2.88,2.448,85,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",54
"869","C-300.1B",1,"foot",2.88,0.72,25,"2-Construction","4-Cable Placed","4-Cable Placed","Aerial",54
"870","C-300.2",876025,"foot",2.88,0.432,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",54
"871","C-300.2A",1,"foot",2.88,0.432,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",54
"872","C-300.2B",1,"foot",2.88,0.432,15,"2-Construction","5-Splice and Test","5-Splice and Test","Aerial",54
"873","E-200.1",1126094,"foot",0.69,0.1725,25,"4-Project Management","2-Cable Design","2-Cable Design","Project Management",54
"874","E-200.2",1126094,"foot",0.69,0.5175,75,"4-Project Management","5-Splice and Test","5-Splice and Test","Project Management",54
"875","E-300.1",241196,"foot",1.94,1.358,70,"1-Engineering","2-Cable Design","2-Cable Design","New UG Shared",54
"876","E-300.2",241196,"foot",1.94,0.388,20,"1-Engineering","4-Cable Placed","4-Cable Placed","New UG Shared",54
"877","E-300.3",241196,"foot",1.94,0.194,10,"1-Engineering","6-As Built Complete","6-As Built","New UG Shared",54
"878","E-350.1",8874,"foot",0.6,0.42,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",54
"879","E-350.2",8874,"foot",0.6,0.12,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",54
"880","E-350.3",8874,"foot",0.6,0.06,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",54
"881","E-355.1",1,"foot",1.07,0.749,70,"1-Engineering","2-Cable Design","2-Cable Design","Existing UG",54
"882","E-355.2",1,"foot",1.07,0.214,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Existing UG",54
"883","E-355.3",1,"foot",1.07,0.107,10,"1-Engineering","6-As Built Complete","6-As Built","Existing UG",54
"884","E-400.1",876024,"foot",1.69,1.183,70,"1-Engineering","2-Cable Design","2-Cable Design","Aerial",54
"885","E-400.2",876024,"foot",1.69,0.338,20,"1-Engineering","4-Cable Placed","4-Cable Placed","Aerial",54
"886","E-400.3",876024,"foot",1.69,0.169,10,"1-Engineering","6-As Built Complete","6-As Built","Aerial",54
"887","C-100.1",2103764,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"888","C-100.1",2103764,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"889","C-100.1",2103764,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"890","C-100.1A",1,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"891","C-100.1A",1,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"892","C-100.1A",1,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"893","C-100.1B",1,"foot",18.19,1.819,10,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"894","C-100.1B",1,"foot",18.19,1.819,10,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"895","C-100.1B",1,"foot",18.19,1.819,10,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"896","C-100.1X",1,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"897","C-100.1X",1,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"898","C-100.1X",1,"foot",18.19,17.2805,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Softscape",2
"899","C-100.2",2103764,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"900","C-100.2",2103764,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"901","C-100.2",2103764,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"902","C-100.2A",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"903","C-100.2A",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"904","C-100.2A",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"905","C-100.2B",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"906","C-100.2B",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"907","C-100.2B",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"908","C-100.2X",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"909","C-100.2X",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"910","C-100.2X",1,"foot",18.19,0.9095,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Softscape",2
"911","C-110.1",225403,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"912","C-110.1",225403,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"913","C-110.1",225403,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"914","C-110.1A",1,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"915","C-110.1A",1,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"916","C-110.1A",1,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"917","C-110.1B",1,"foot",59,5.9,10,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"918","C-110.1B",1,"foot",59,5.9,10,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"919","C-110.1B",1,"foot",59,5.9,10,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"920","C-110.1X",1,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"921","C-110.1X",1,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"922","C-110.1X",1,"foot",59,56.05,95,"2-Construction","4-Cable Placed","4-Cable Placed","New UG Hardscape",2
"923","C-110.2",225403,"foot",59,2.95,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",2
"924","C-110.2",225403,"foot",59,2.95,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",2
"925","C-110.2",225403,"foot",59,2.95,5,"2-Construction","5-Splice and Test","5-Splice and Test","New UG Hardscape",2
